图标,名称,来源版本,主题,图鉴编号,原始稀有度,原始价值,官方效果,官方描述,解锁条件,游戏稀有度（可编辑）,游戏价值（可编辑）,游戏效果（可编辑）,启用（可编辑）,备注（可编辑）,内部ID,图标URL
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_50.png,折戟-裂岩,IS6,岁的界园志异,129,RARE,,场上每有一名近卫干员，所有我方单位的攻击力+8%（最多叠加8层）,拥有力量的人总能互相成就。,,,,,是,,rogue_5_relic_legacy_50,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_129.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_51.png,残弩-连珠,IS6,岁的界园志异,130,NORMAL,,场上每有一名狙击干员，所有我方单位的攻击速度+12（最多叠加8次）,听到第一支箭的声响，被最后一支箭穿过胸膛。,,,,,是,,rogue_5_relic_legacy_51,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_130.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_52.png,铁卫-垒沙,IS6,岁的界园志异,131,NORMAL,,场上每有一名重装干员，所有我方单位受到的物理伤害-10%（最多叠加8次）,聚沙成塔，而后俯瞰群敌。,,,,,是,,rogue_5_relic_legacy_52,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_131.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_53.png,支柱-联手,IS6,岁的界园志异,132,NORMAL,,场上每有一名辅助干员，所有自然回复技能的技力恢复+0.2/秒（最多叠加8次）,手拉手，肩并肩，做好准备，直视前方。,,,,,是,,rogue_5_relic_legacy_53,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_132.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_54.png,钝爪-熟稔,IS6,岁的界园志异,133,RARE,,所有【先锋】干员的技力消耗-35%,作为大部分时候最先进入战场的干员，你无法想象他们经历了多少。,,,,,是,,rogue_5_relic_legacy_54,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_133.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_55.png,钝爪-爆发,IS6,岁的界园志异,134,NORMAL,,所有【先锋】干员的初始技力+10，攻击力+10%,他已经把所有后续部队的事情都干完了，还要别人做什么？,,,,,是,,rogue_5_relic_legacy_55,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_134.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_58.png,折戟-破釜沉舟,IS6,岁的界园志异,137,SUPER_RARE,,所有【近卫】干员的防御力-40%，但攻击力+40%，攻击速度+30,不太建议向煌学习那些技巧。,,,,,是,,rogue_5_relic_legacy_58,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_137.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_61.png,残弩-百步穿杨,IS6,岁的界园志异,140,NORMAL,,所有【狙击】干员的攻击力+20%,在源石技艺尚不如今天发达的时代，炎国曾以“百步穿杨”的典故来称赞他人箭术高超。,,,,,是,,rogue_5_relic_legacy_61,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_140.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_63.png,断杖-织法者,IS6,岁的界园志异,142,NORMAL,,所有【术师】干员的攻击力+25%，攻击速度+25,在莱塔尼亚仰望高塔的时候经常会看见一些奇怪的现象......甚至是天象。,,,,,是,,rogue_5_relic_legacy_63,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_142.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_64.png,断杖-凝神,IS6,岁的界园志异,143,RARE,,所有【术师】干员的技力恢复+0.4/秒,“当一个术师打算全力以赴，哪怕是天火小姐那种坏脾气术师，也会展露出截然不同的气质。”,,,,,是,,rogue_5_relic_legacy_64,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_143.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_78.png,铁卫-临时要塞,IS6,岁的界园志异,150,RARE,,【重装】干员部署后20秒内攻击力和防御力+100%，且阻挡数+1,无人能越过他们的防线，更无人能在来犯后离开。若说每个战士都有其使命，那他们的使命，便是在入场那一刻改变战局。,携带不小于3名重装干员完成一场战斗,,,,是,,rogue_5_relic_legacy_78,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_150.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_85.png,医者-涌泉,IS6,岁的界园志异,151,SUPER_RARE,,场上每有一名医疗干员，所有我方单位的再部署时间-5%（最多叠加8次）,他们是流水聚成的清泉，他们疗愈众生。,,,,,是,,rogue_5_relic_legacy_85,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_151.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_96.png,支柱-枯法,IS6,岁的界园志异,152,RARE,,所有【辅助】干员攻击范围内的敌方单位防御力-30%，法术抗性-30%,弱化敌人的防御有很多手段：立场装置，法术彻甲，弱点标记，以及......让他们肚子疼。,,,,,是,,rogue_5_relic_legacy_96,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_152.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_98.png,钝爪-突破,IS6,岁的界园志异,154,NORMAL,,所有【先锋】干员的部署费用-50%，生命+60%,在波涛中插下顽石，分割巨浪，破开迷雾。,,,,,是,,rogue_5_relic_legacy_98,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_154.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_99.png,铁卫-突破,IS6,岁的界园志异,155,NORMAL,,所有【重装】干员的部署费用-6，生命+40%,持盾者连成山脉，连成土地，他们对抗的不是血肉之敌，他们对抗命运，对抗不公。,,,,,是,,rogue_5_relic_legacy_99,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_155.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_100.png,折戟-突破,IS6,岁的界园志异,156,NORMAL,,所有【近卫】干员的部署费用-3，生命+40%，获得15%物理闪避,战士走入战场，战士拔出战刃，战士迎接战斗。,,,,,是,,rogue_5_relic_legacy_100,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_156.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_101.png,铁卫-无锋,IS6,岁的界园志异,157,SUPER_RARE,,所有【重装】干员在受到攻击后获得2点技力，并且技力消耗-20%,他们承受的每一次攻击，都将化作怒火数倍返还。,,,,,是,,rogue_5_relic_legacy_101,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_157.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_106.png,医者-突破,IS6,岁的界园志异,162,NORMAL,,所有【医疗】干员的部署费用-2，生命+60%,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,,,,是,,rogue_5_relic_legacy_106,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_162.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_107.png,医者-固化序列,IS6,岁的界园志异,163,SUPER_RARE,,所有【医疗】干员受到的治疗和生命回复效果+20%，并且攻击范围内的我方干员获得抵抗,让躯体如移动城市般坚实虽是一种理想化描述，医者们已经准备好将此创想付诸实践了。,,,,,是,,rogue_5_relic_legacy_107,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_163.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_108.png,残弩-交叉火力,IS6,岁的界园志异,164,RARE,,所有【狙击】干员的攻击力+40%,密集的火力网布置同时让狙击干员们暴露在危险之中，接下来是一场关于准星的博弈。,,,,,是,,rogue_5_relic_legacy_108,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_164.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_109.png,断杖-苦难巫咒,IS6,岁的界园志异,165,SUPER_RARE,,所有【术师】干员造成的法术伤害+70%,萨卡兹接触源石的起源几乎无从考证，古老法术的起点早已脱离物质现实与逻辑常理。,,,,,是,,rogue_5_relic_legacy_109,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_165.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_11.png,古旧铸物,IS6,岁的界园志异,166,SUPER_RARE,,立即进阶三个干员（不消耗希望）,“天有洪炉，地生五金”......虽然可以用来成就各种事业，却没人知道具体原理。,在多局游戏中累计进阶总共35名干员,,,,是,,rogue_5_relic_legacy_11,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_166.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_31.png,骑士长枪专业版,IS6,岁的界园志异,168,RARE,,战场的宝箱会掉落更多的源石锭,不用担心自身力量不足！利用小小的杠杆，在每一局中撬动更多，赢得更多！大奖将是萨米假日之旅！,,,,,是,,rogue_5_relic_legacy_31,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_168.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_45.png,奴隶猎捕器,IS6,岁的界园志异,171,NORMAL,,进入浮空、失衡与失重状态的单位受到的伤害提升50%，持续10秒,获取娜斯提的设计后，萨卡兹立刻将其运用到了战争之中，他们飞上天空，以绝对优势向着先民倾泻怒火。一场永不停歇的战争就此进入了新的阶段。,,,,,是,,rogue_5_relic_legacy_45,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_171.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_75.png,极地改型包,IS6,岁的界园志异,172,RARE,,支援道具使用时会在周围4格同时使用,沃尔沃特科钦斯基极端环境设备测试部荣誉出品。能对各种通用型号装置进行极地适应性改修，令其在寒冷环境下发挥更大效用。,,,,,是,,rogue_5_relic_legacy_75,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_172.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_139.png,北风的造物,IS6,岁的界园志异,173,RARE,,【化物】敌人首次造成伤害时，立即恐惧自身5秒,即使常常以失败告终，她仍热衷于为挑战悲惨命运之人提供帮助。,在不损失目标生命的情况下胜利作战【闪闪发光】,,,,是,,rogue_5_relic_legacy_139,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_173.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_150.png,坎诺特印记,IS6,岁的界园志异,174,SUPER_RARE,,携带此收藏品并通关时，当前源石锭的60%将会转化为前瞻性投资系统的余额（单局可获得的余额上限为60）,有人愿意卖坎诺特一个面子，也有人值得坎诺特卖个“面子”。,在“前瞻性投资系统”中的累计投资额达到250,,,,是,,rogue_5_relic_legacy_150,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_174.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_fight_9.png,旦夕墨宝,IS6,岁的界园志异,176,NORMAL,,战斗开始时，随机获得一件仅用于该次战斗的战术道具,鳞在画卷中游动时吐出的一个又一个泡泡，会带来一些奇异之效。画卷主人不在乎有人擅自触碰它们，反正过不了多久，它们就会破裂，随风消散。,,,,,是,,rogue_5_relic_fight_9,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_176.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_fight_10.png,伥物房账簿,IS6,岁的界园志异,177,NORMAL,,战术道具，召唤物，装置的部署费用减10,柳儿热情邀请你“试用”伥物房的新发明，你以囊中羞涩为由婉拒，却看到她爽快地在账簿上划拉了几笔。现在，你的理由不成立了。,,,,,是,,rogue_5_relic_fight_10,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_177.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_fight_15.png,修习雷针,IS6,岁的界园志异,178,SUPER_RARE,,干员每使用过一次技能，自身的技力自然回复速度+0.4/秒，最多叠加5层,位于天师府山巅的修习雷法之所。雷法学徒初学引雷之时，都需借助雷针，直至熟能生巧。在天师府别名“前辈”。,,,,,是,,rogue_5_relic_fight_15,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_178.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_fight_18.png,烧火棍,IS6,岁的界园志异,179,SUPER_RARE,,所有干员对【化物】造成伤害时，额外造成一次相当于攻击力50%的法术伤害,老天师提着这根木棍扫邪魔破巨兽所向披靡。但大多数时候，它都静静靠在厨房一角，只有给炉灶添柴拨火时才会被拿起。,,,,,是,,rogue_5_relic_fight_18,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_179.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_explore_1.png,引火兽筝,IS6,岁的界园志异,180,SUPER_RARE,,每次进入岁兽残识时获得1点烛火,参照巨兽造型设计制作的风筝。飘带用烛火点燃，不灭，也不毁风筝。平日里放飞，在步入岁识时可借其火光，多行一步。,,,,,是,,rogue_5_relic_explore_1,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_180.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_explore_2.png,“福祸相依”,IS6,岁的界园志异,181,NORMAL,,钱盒中加入厉钱时，获得1张票券,如在界园中遇到半行诗，须迅速将此桃木挂饰按压其上。小灾已不可免，然而，祸兮福之所倚。切勿对诗。切勿对诗。切勿对诗。,？？？,,,,是,,rogue_5_relic_explore_2,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_181.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_explore_3.png,家常小炒,IS6,岁的界园志异,182,SUPER_RARE,,所有干员的生命值+20%，攻击力+20%；每通过一场岁兽残识中的战斗，效果额外提升10%,天为盖，地为锅，嬉笑怒骂，皆为调味。人哪，只要愿意好好吃饭，也就还能好好活着。,,,,,是,,rogue_5_relic_explore_3,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_182.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_explore_4.png,罗德岛应急救援车,IS6,岁的界园志异,183,RARE,,希望+2，在岁兽残识战斗时，获得1名随机的罗德岛精英干员支援,无论你的指令是去往何处——精英干员，使命必达！,选择【破坏战术分队】完成游戏结局,,,,是,,rogue_5_relic_explore_4,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_183.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_explore_5.png,木疙瘩,IS6,岁的界园志异,184,SUPER_RARE,,下一次进入岁兽残识时，烛火+2；完成所有岁兽残识中的拾遗和传说节点后，获得10票券,平平无奇的伥物，据柳儿所说，乃是东海之滨收研的珍物。但除了木质温润，有股提神清香外，似乎并没有什么特别的......,,,,,是,,rogue_5_relic_explore_5,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_184.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_explore_6.png,飞驮客运,IS6,岁的界园志异,185,RARE,,编队中每有一名【伺烛客】，所有【伺烛客】攻击速度+5（最大叠加10层）,炎国驰道初开时风靡一时的畜力载具。随着驰道普及，更高速耐久的载具兴起，驰道上飞奔的驮兽身影逐渐消失，随时可能被甩上大道的刺激乘车体验也慢慢被人们遗忘。,,,,,是,,rogue_5_relic_explore_6,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_185.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_richg_1.png,鲍老板的凭证,IS6,岁的界园志异,186,RARE,,每有3源石锭，初始的部署费用+1,“鲍老板正盯着你。”,,,,,是,,rogue_5_relic_richg_1,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_186.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_richg_2.png,圆木轮,IS6,岁的界园志异,187,NORMAL,,初始费用+5，编队里每有一名【先锋】，初始费用额外+10,群山中翻滚而下的圆石砸碎了天灾形成的晶簇，也第一次给予了人们快速移动的灵感。,,,,,是,,rogue_5_relic_richg_2,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_187.png
../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_richg_3.png,二抬肩舆,IS6,岁的界园志异,188,RARE,,部署费用上限+15，所有【先锋】攻击力+25%，部署时，返还扣除的所有费用,一张椅子两根棍，将人分了个上下高低。如今，轿子已大多进了博物馆，可多少人心中还想着由人抬起，高高在上呢？,,,,,是,,rogue_5_relic_richg_3,https://prts.wiki/index.php?title=Special:Redirect/file/%E6%94%B6%E8%97%8F%E5%93%81_%E5%B2%81%E7%9A%84%E7%95%8C%E5%9B%AD%E5%BF%97%E5%BC%82_188.png
